UID          PID    PPID  C    SZ   RSS PSR STIME TTY          TIME CMD
root           1       0  3  6563 16740  10 09:49 ?        00:00:02 /usr/lib/systemd/systemd --switched-root --system --deserialize=53 splash
u_dgr UNCONN 0      0                                                           * 27641 * 0     users:(("gsd-sharing",pid=5297,fd=9))                                                                                                                                                                                        
u_str ESTAB  0      0                                          /run/user/1000/bus 30443 * 39019 users:(("dbus-daemon",pid=1880,fd=262))                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 27687 * 22104 users:(("dockerd",pid=1984,fd=17))                                                                                                                                                                                           
u_str ESTAB  0      0                                                           * 37972 * 31163 users:(("evolution-alarm",pid=5288,fd=2),("evolution-alarm",pid=5288,fd=1))                                                                                                                                                  
u_dgr UNCONN 0      0                                                           * 28513 * 0     users:(("goa-daemon",pid=5252,fd=3))                                                                                                                                                                                         
u_str ESTAB  0      0                                          /run/user/1000/bus 26534 * 29581 users:(("dbus-daemon",pid=1880,fd=68))                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 21147 * 20184 users:(("xdg-permission-",pid=2194,fd=5))                                                                                                                                                                                    
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 35395 * 30630                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 26535 * 30175                                                                                                                                                                                                                              
u_str ESTAB  0      0                                /run/gdm3/dbus/dbus-vickYnVv 32967 * 30992                                                                                                                                                                                                                              
u_str ESTAB  0      0                                          /run/user/1000/bus 38947 * 28535 users:(("dbus-daemon",pid=1880,fd=188))                                                                                                                                                                                      
u_str ESTAB  0      0                                          /run/user/1000/bus 38938 * 30343 users:(("dbus-daemon",pid=1880,fd=169))                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 17151 * 17152                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 24613 * 23671                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 30175 * 26535 users:(("gnome-shell",pid=4905,fd=2),("gnome-shell",pid=4905,fd=1))                                                                                                                                                          
u_str ESTAB  0      1536                              /run/dbus/system_bus_socket 20095 * 26638                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 38032 * 34185 users:(("evolution-addre",pid=5545,fd=10))                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 32251 * 32252 users:(("gsd-datetime",pid=5255,fd=2),("gsd-datetime",pid=5255,fd=1))                                                                                                                                                        
u_str ESTAB  0      0                                                           * 29673 * 35987 users:(("evolution-sourc",pid=5208,fd=6))                                                                                                                                                                                    
u_str ESTAB  0      0                                                           * 30990 * 28317                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 5112  * 25795                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 22713 * 13078                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 21817 * 15216                                                                                                                                                                                                                              
u_dgr ESTAB  0      768                                                         * 19852 * 19851                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 41033 * 34354 users:(("snapd-desktop-i",pid=6333,fd=11))                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 37187 * 31365 users:(("xdg-desktop-por",pid=6001,fd=9))                                                                                                                                                                                    
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 36949 * 33192                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 35189 * 33973 users:(("wireplumber",pid=1906,fd=33))                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 24778 * 25700                                                                                                                                                                                                                              
u_dgr ESTAB  0      0                                                           * 17800 * 7647                                                                                                                                                                                                                               
u_str ESTAB  0      0                                          /run/user/1000/bus 27604 * 31191 users:(("dbus-daemon",pid=1880,fd=210))                                                                                                                                                                                      
u_str ESTAB  0      0                                          /run/user/1000/bus 13263 * 26626 users:(("dbus-daemon",pid=1880,fd=17))                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 38949 * 32284 users:(("goa-daemon",pid=5252,fd=11))                                                                                                                                                                                        
u_str ESTAB  0      0                                                           * 30364 * 30365 users:(("gsd-screensaver",pid=5282,fd=2),("gsd-screensaver",pid=5282,fd=1))                                                                                                                                                  
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 31161 * 31160                                                                                                                                                                                                                              
u_str LISTEN 0      4096                 /run/user/1000/dockerd-rootless/.bp.sock 22099 * 0     users:(("exe",pid=1925,fd=6))                                                                                                                                                                                                
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 39028 * 32338                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 30993 * 27326                                                                                                                                                                                                                              
u_str LISTEN 0      4096                 /run/user/1000/dockerd-rootless/api.sock 28679 * 0     users:(("rootlesskit",pid=1882,fd=9))                                                                                                                                                                                        
u_dgr ESTAB  0      0                                                           * 21005 * 7648                                                                                                                                                                                                                               
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 16976 * 16975                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 30630 * 35395 users:(("update-notifier",pid=5281,fd=16))                                                                                                                                                                                   
u_str ESTAB  0      0                                          /run/user/1000/bus 31263 * 33313 users:(("dbus-daemon",pid=1880,fd=267))                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 37182 * 37181 users:(("gjs",pid=5966,fd=3))                                                                                                                                                                                                
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 34239 * 37191                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 32351 * 36063 users:(("ibus-extension-",pid=5404,fd=11))                                                                                                                                                                                   
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 29577 * 27415                                                                                                                                                                                                                              
u_str LISTEN 0      4096                               /run/user/1000/docker.sock 28689 * 0     users:(("dockerd",pid=1984,fd=5))                                                                                                                                                                                            
u_dgr ESTAB  0      0                                                           * 14916 * 7648                                                                                                                                                                                                                               
u_str ESTAB  0      0                                          /run/user/1000/bus 38961 * 36015 users:(("dbus-daemon",pid=1880,fd=219))                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 32239 * 32238                                                                                                                                                                                                                              
u_str ESTAB  0      0                                          /run/user/1000/bus 29597 * 27463 users:(("dbus-daemon",pid=1880,fd=92))                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 23804 * 23809                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 30371 * 27599 users:(("gsd-screensaver",pid=5282,fd=5))                                                                                                                                                                                    
u_str ESTAB  0      0                                                           * 37054 * 37055 users:(("gsd-media-keys",pid=5266,fd=2),("gsd-media-keys",pid=5266,fd=1))                                                                                                                                                    
u_str ESTAB  0      0                     /home/sanjevi/.cache/ibus/dbus-s43qB1tj 39024 * 36024 users:(("ibus-daemon",pid=5247,fd=13))                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 28559 * 27642 users:(("localsearch-3",pid=5500,fd=11))                                                                                                                                                                                     
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 15113 * 14266                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 39019 * 30443 users:(("localsearch-3",pid=5500,fd=6))                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 28696 * 17187 users:(("dockerd",pid=1984,fd=8))                                                                                                                                                                                            
u_str ESTAB  0      0                                                           * 23685 * 23684                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 38037 * 27646 users:(("gnome-shell",pid=4905,fd=87))                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 33190 * 33189 users:(("gnome-shell",pid=4905,fd=6))                                                                                                                                                                                        
u_str LISTEN 0      4096             /run/systemd/userdb/org.gnome.DisplayManager 22742 * 0                                                                                                                                                                                                                                  
u_str ESTAB  0      0                                          /run/user/1000/bus 38977 * 36016 users:(("dbus-daemon",pid=1880,fd=230))                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 33300 * 32295                                                                                                                                                                                                                              
u_dgr ESTAB  0      0                                                           * 7632  * 7633                                                                                                                                                                                                                               
u_str ESTAB  0      0                                          /run/user/1000/bus 35256 * 35255 users:(("dbus-daemon",pid=1880,fd=281))                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 30394 * 38046 users:(("ibus-extension-",pid=5404,fd=3))                                                                                                                                                                                    
u_str ESTAB  0      0                                                           * 28536 * 27596 users:(("gsd-usb-protect",pid=5339,fd=5))                                                                                                                                                                                    
u_str ESTAB  0      0                                                           * 30343 * 38938 users:(("gsd-disk-utilit",pid=5294,fd=5))                                                                                                                                                                                    
u_str ESTAB  0      0                                                           * 38998 * 31226 users:(("gjs",pid=5464,fd=1))                                                                                                                                                                                                
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 31147 * 31146                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 28430 * 33971 users:(("wireplumber",pid=1906,fd=37),("wireplumber",pid=1906,fd=36),("wireplumber",pid=1906,fd=35))                                                                                                                         
u_str ESTAB  0      0                                                           * 19962 * 19961                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 8177  * 4349                                                                                                                                                                                                                               
u_str ESTAB  0      0                                                           * 36024 * 39024 users:(("gnome-shell",pid=4905,fd=66))                                                                                                                                                                                       
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 27554 * 31126                                                                                                                                                                                                                              
u_str LISTEN 0      4096   /run/user/1000/docker/containerd/containerd-debug.sock 20129 * 0     users:(("containerd",pid=2014,fd=11))                                                                                                                                                                                        
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 5113  * 22024                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 15305 * 21950                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 36016 * 38977 users:(("ibus-dconf",pid=5400,fd=5))                                                                                                                                                                                         
u_str ESTAB  0      0                                                           * 32238 * 32239 users:(("gjs",pid=5226,fd=8))                                                                                                                                                                                                
u_dgr UNCONN 0      0                                                           * 31097 * 0     users:(("gnome-shell",pid=4905,fd=13))                                                                                                                                                                                       
u_str LISTEN 0      4096   /run/user/1000/docker/containerd/containerd.sock.ttrpc 20130 * 0     users:(("containerd",pid=2014,fd=12))                                                                                                                                                                                        
u_str ESTAB  0      0                                   /run/user/1000/at-spi/bus 31365 * 37187 users:(("dbus-daemon",pid=4979,fd=39))                                                                                                                                                                                       
u_str LISTEN 0      4096         /run/user/1000/docker/containerd/containerd.sock 20131 * 0     users:(("containerd",pid=2014,fd=13))                                                                                                                                                                                        
u_str ESTAB  0      0                                                           * 24747 * 24748                                                                                                                                                                                                                              
u_str LISTEN 0      4096                       /run/user/1000/docker/metrics.sock 24932 * 0     users:(("dockerd",pid=1984,fd=10))                                                                                                                                                                                           
u_str ESTAB  0      0                                                           * 13081 * 23744                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 17782 * 17787                                                                                                                                                                                                                              
u_str ESTAB  136    0                                                           * 32350 * 31293 users:(("update-notifier",pid=5281,fd=10))                                                                                                                                                                                   
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 28598 * 33335                                                                                                                                                                                                                              
u_dgr ESTAB  0      0                                                           * 7633  * 7632                                                                                                                                                                                                                               
u_str ESTAB  0      0                                                           * 31146 * 31147 users:(("update-notifier",pid=5281,fd=2),("update-notifier",pid=5281,fd=1))                                                                                                                                                  
u_dgr ESTAB  0      0                                                           * 32984 * 7647                                                                                                                                                                                                                               
u_str ESTAB  0      0                                                           * 32309 * 28560 users:(("evolution-calen",pid=5495,fd=5))                                                                                                                                                                                    
u_str ESTAB  0      0                                          /run/user/1000/bus 32102 * 36930 users:(("dbus-daemon",pid=1880,fd=58))                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 32221 * 30309 users:(("gjs",pid=5226,fd=5))                                                                                                                                                                                                
u_str ESTAB  0      0                                                           * 15355 * 15356 users:(("mpris-proxy",pid=1905,fd=4))                                                                                                                                                                                        
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 16957 * 18796                                                                                                                                                                                                                              
u_str ESTAB  0      0                                          /run/user/1000/bus 31230 * 34157 users:(("dbus-daemon",pid=1880,fd=257))                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 28573 * 28575 users:(("xdg-desktop-por",pid=5524,fd=2),("xdg-desktop-por",pid=5524,fd=1))                                                                                                                                                  
u_str ESTAB  0      0                                                           * 32295 * 33300 users:(("gsd-sharing",pid=5297,fd=8))                                                                                                                                                                                        
u_str ESTAB  0      0                                          /run/user/1000/bus 35987 * 29673 users:(("dbus-daemon",pid=1880,fd=117))                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 31037 * 35117 users:(("gdm-wayland-ses",pid=4618,fd=8))                                                                                                                                                                                    
u_str LISTEN 0      4096       /run/user/1000/docker/libnetwork/99f51207525a.sock 20216 * 0     users:(("dockerd",pid=1984,fd=18))                                                                                                                                                                                           
u_dgr ESTAB  0      0                                                           * 8085  * 8084                                                                                                                                                                                                                               
u_str ESTAB  0      0                                                           * 28532 * 38043 users:(("update-notifier",pid=5281,fd=3))                                                                                                                                                                                    
u_str ESTAB  0      0                                                           * 28538 * 28539 users:(("gsd-keyboard",pid=5263,fd=9))                                                                                                                                                                                       
u_str ESTAB  0      0                                          /run/user/1000/bus 38960 * 34120 users:(("dbus-daemon",pid=1880,fd=204))                                                                                                                                                                                      
u_str ESTAB  0      0                                          /run/user/1000/bus 36027 * 34188 users:(("dbus-daemon",pid=1880,fd=291))                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 27628 * 27627                                                                                                                                                                                                                              
u_str LISTEN 0      128                             /run/user/1000/keyring/pkcs11 27353 * 0     users:(("gnome-keyring-d",pid=4542,fd=9))                                                                                                                                                                                    
u_str ESTAB  0      0                                                           * 36041 * 39030 users:(("gvfs-gphoto2-vo",pid=5587,fd=2),("gvfs-gphoto2-vo",pid=5587,fd=1))                                                                                                                                                  
u_str ESTAB  0      0                                                           * 20082 * 20083 users:(("pipewire",pid=1907,fd=10))                                                                                                                                                                                          
u_str ESTAB  0      0                                                           * 4937  * 23753                                                                                                                                                                                                                              
u_dgr UNCONN 0      0                                                           * 33431 * 0     users:(("update-notifier",pid=5281,fd=15))                                                                                                                                                                                   
u_str ESTAB  0      0                                          /run/user/1000/bus 31370 * 37196 users:(("dbus-daemon",pid=1880,fd=376))                                                                                                                                                                                      
u_str ESTAB  0      768                                        /run/user/1000/bus 31363 * 37186 users:(("dbus-daemon",pid=1880,fd=372))                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 37965 * 27547                                                                                                                                                                                                                              
u_str ESTAB  0      0                                          /run/user/1000/bus 30058 * 29520 users:(("dbus-daemon",pid=1880,fd=38))                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 32338 * 39028 users:(("gvfs-mtp-volume",pid=5582,fd=2),("gvfs-mtp-volume",pid=5582,fd=1))                                                                                                                                                  
u_str ESTAB  0      0                                          /run/user/1000/bus 38934 * 34044 users:(("dbus-daemon",pid=1880,fd=156))                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 31826 * 26384                                                                                                                                                                                                                              
u_str ESTAB  0      0                      /run/systemd/oom/io.systemd.ManagedOOM 20004 * 22761                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 28575 * 28573                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 37057 * 32272 users:(("gsd-media-keys",pid=5266,fd=5))                                                                                                                                                                                     
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 31163 * 37972                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 28552 * 33308                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 28539 * 28538                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 30201 * 26578                                                                                                                                                                                                                              
u_str ESTAB  0      0                           /run/user/1000/pipewire-0-manager 26640 * 17180 users:(("pipewire",pid=1883,fd=31))                                                                                                                                                                                          
u_str ESTAB  0      0                                                           * 19952 * 21815                                                                                                                                                                                                                              
u_str ESTAB  136    0                                                           * 35364 * 34236 users:(("gjs",pid=5966,fd=10))                                                                                                                                                                                               
u_str ESTAB  0      0                                                           * 28665 * 33368 users:(("xdg-desktop-por",pid=5524,fd=10))                                                                                                                                                                                   
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 28596 * 33323                                                                                                                                                                                                                              
u_dgr ESTAB  0      768                                                         * 24886 * 24885                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 15176 * 16986                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 35117 * 31037                                                                                                                                                                                                                              
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 15356 * 15355                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 25795 * 5112  users:(("dbus-daemon",pid=1880,fd=2),("dbus-daemon",pid=1880,fd=1))                                                                                                                                                          
